Lunar IPS (LIPS) Version 1.01
Apply IPS Patch Log

Offset    Size    RLE    IPS_File_Range       IPS_File_Size
B39BBE      11    Yes    00008310-00008317        8
B39BCF     25A    No     00008318-00008576      25F
B39E29       F    Yes    00008577-0000857E        8
B39E38     248    No     0000857F-000087CB      24D
B3A080      25    Yes    000087CC-000087D3        8
B3A0A5      38    No     000087D4-00008810       3D
B3A0DD      1E    Yes    00008811-00008818        8
B3A0FB      A6    No     00008819-000088C3       AB
B3A1A1     163    Yes    000088C4-000088CB        8
B3A304      2C    No     000088CC-000088FC       31
B3A330      10    Yes    000088FD-00008904        8
B3A340      23    No     00008905-0000892C       28
B3A363      1F    Yes    0000892D-00008934        8
B3A382      2E    No     00008935-00008967       33
B3A3B0      10    Yes    00008968-0000896F        8
B3A3C0      28    No     00008970-0000899C       2D
B3A3E8      18    Yes    0000899D-000089A4        8
B3A400      2B    No     000089A5-000089D4       30
B3A42B      15    Yes    000089D5-000089DC        8
B3A440      2E    No     000089DD-00008A0F       33
B3A46E      12    Yes    00008A10-00008A17        8
B3A480      2D    No     00008A18-00008A49       32
B3A4AD      13    Yes    00008A4A-00008A51        8
B3A4C0      69    No     00008A52-00008ABF       6E
B3A529      17    Yes    00008AC0-00008AC7        8
B3A540      17    Yes    00008AC8-00008ACF        8
B3A557      16    No     00008AD0-00008AEA       1B
B3A56D      13    Yes    00008AEB-00008AF2        8
B3A580      11    No     00008AF3-00008B08       16
B3A591      30    Yes    00008B09-00008B10        8
B3A5C1      2F    No     00008B11-00008B44       34
B3A5F0      10    Yes    00008B45-00008B4C        8
B3A600      2A    No     00008B4D-00008B7B       2F
B3A62A      16    Yes    00008B7C-00008B83        8
B3A640      10    Yes    00008B84-00008B8B        8
B3A650      18    No     00008B8C-00008BA8       1D
B3A668      18    Yes    00008BA9-00008BB0        8
B3A680      2D    No     00008BB1-00008BE2       32
B3A6AD      13    Yes    00008BE3-00008BEA        8
B3A6C0      2C    No     00008BEB-00008C1B       31
B3A6EC      15    Yes    00008C1C-00008C23        8
B3A701      2F    No     00008C24-00008C57       34
B3A730      10    Yes    00008C58-00008C5F        8
B3A740      23    No     00008C60-00008C87       28
B3A763      24    Yes    00008C88-00008C8F        8
B3A787      A6    No     00008C90-00008D3A       AB
B3A82D      13    Yes    00008D3B-00008D42        8
B3A840      28    No     00008D43-00008D6F       2D
B3A868      18    Yes    00008D70-00008D77        8
B3A880      2C    No     00008D78-00008DA8       31
B3A8AC      14    Yes    00008DA9-00008DB0        8
B3A8C0      2E    No     00008DB1-00008DE3       33
B3A8EE      12    Yes    00008DE4-00008DEB        8
B3A900      11    No     00008DEC-00008E01       16
B3A911     86F    Yes    00008E02-00008E09        8
F027B4       3    No     00008E0A-00008E11        8
F04FCE       4    No     00008E12-00008E1A        9
F08576       4    No     00008E1B-00008E23        9
F08586       4    No     00008E24-00008E2C        9
F08596       4    No     00008E2D-00008E35        9
F085A6       4    No     00008E36-00008E3E        9
F085B6       4    No     00008E3F-00008E47        9
F09698       4    No     00008E48-00008E50        9
F0A500       3    No     00008E51-00008E58        8
F0AE48       3    No     00008E59-00008E60        8
F0AEFC       3    No     00008E61-00008E68        8
F0B01C       4    No     00008E69-00008E71        9
F0B188       3    No     00008E72-00008E79        8
F0B290       3    No     00008E7A-00008E81        8
F0B33E       1    No     00008E82-00008E87        6
F0B7C4       3    No     00008E88-00008E8F        8
F0B838       3    No     00008E90-00008E97        8
F0B9B8       1    No     00008E98-00008E9D        6
F0B9CC       1    No     00008E9E-00008EA3        6
F0B9E0       1    No     00008EA4-00008EA9        6
F0B9F4       3    No     00008EAA-00008EB1        8
F0BAC0       3    No     00008EB2-00008EB9        8
F0BAD8       1    No     00008EBA-00008EBF        6
F0BBF0       3    No     00008EC0-00008EC7        8
F0BC62       1    No     00008EC8-00008ECD        6
F0BDD8       1    No     00008ECE-00008ED3        6
F0BDE6       1    No     00008ED4-00008ED9        6
F0BF88       1    No     00008EDA-00008EDF        6
F0C088       4    No     00008EE0-00008EE8        9
F0C3A0       3    No     00008EE9-00008EF0        8
F0C6B4       1    No     00008EF1-00008EF6        6
F0CAE4       4    No     00008EF7-00008EFF        9
F0CB1E       4    No     00008F00-00008F08        9
F0D138       1    No     00008F09-00008F0E        6
F0D162       1    No     00008F0F-00008F14        6
F0D208       3    No     00008F15-00008F1C        8
F0D236       1    No     00008F1D-00008F22        6
F0D2A4       3    No     00008F23-00008F2A        8
F0D37C       3    No     00008F2B-00008F32        8
F0D396       1    No     00008F33-00008F38        6
F0D3DC       3    No     00008F39-00008F40        8
F0D5D0       6    No     00008F41-00008F4B        B
F0D63C       6    No     00008F4C-00008F56        B
F0D66E       2    No     00008F57-00008F5D        7
F0D676       2    No     00008F5E-00008F64        7
F0DB3C       1    No     00008F65-00008F6A        6
F0DBBC       B    No     00008F6B-00008F7A       10
F0DBD0       3    No     00008F7B-00008F82        8
F0DBDC       3    No     00008F83-00008F8A        8
F0DBE8       B    No     00008F8B-00008F9A       10
F0DC40       1    No     00008F9B-00008FA0        6
F0DC74       1    No     00008FA1-00008FA6        6
F0DCC4       B    No     00008FA7-00008FB6       10
F0DD72       1    No     00008FB7-00008FBC        6
F0DDA8       1    No     00008FBD-00008FC2        6
F0DDB4       1    No     00008FC3-00008FC8        6
F0DDE0       1    No     00008FC9-00008FCE        6
F0DE4C       3    No     00008FCF-00008FD6        8
F0DE78       1    No     00008FD7-00008FDC        6
F0DF52       1    No     00008FDD-00008FE2        6
F0DF6A       1    No     00008FE3-00008FE8        6
F0DF78       7    No     00008FE9-00008FF4        C
F0DFA0       1    No     00008FF5-00008FFA        6
F0E1FE       1    No     00008FFB-00009000        6
F0E2A0       7    No     00009001-0000900C        C
F0F226       4    No     0000900D-00009015        9
F0F2DA       4    No     00009016-0000901E        9
F10350       4    No     0000901F-00009027        9
F10F32       1    No     00009028-0000902D        6
F1258E       4    No     0000902E-00009036        9
F1B3C8       7    No     00009037-00009042        C
F26E9E       4    No     00009043-0000904B        9
F26EC2       3    No     0000904C-00009053        8
F2711C      3A    No     00009054-00009092       3F
F2742D       C    No     00009093-000090A3       11
F27442       8    No     000090A4-000090B0        D
F275E6       7    No     000090B1-000090BC        C
F275F5       1    No     000090BD-000090C2        6
F275FE       1    No     000090C3-000090C8        6
F27607       1    No     000090C9-000090CE        6
F27610      28    No     000090CF-000090FB       2D
F2764A       D    No     000090FC-0000910D       12
F2766A       5    No     0000910E-00009117        A
F27678       C    No     00009118-00009128       11
F2768F       E    No     00009129-0000913B       13
F276BC       D    No     0000913C-0000914D       12
F276DC       5    No     0000914E-00009157        A
F276EA       E    No     00009158-0000916A       13
F27701       E    No     0000916B-0000917D       13
F27770       7    No     0000917E-00009189        C
F2777F       1    No     0000918A-0000918F        6
F27788       1    No     00009190-00009195        6
F27791       1    No     00009196-0000919B        6
F2779A       1    No     0000919C-000091A1        6
F277A3       1    No     000091A2-000091A7        6
F2780E       F    No     000091A8-000091BB       14
F2783B      10    No     000091BC-000091D0       15
F278A0       A    No     000091D1-000091DF        F
F278B5       F    No     000091E0-000091F3       14
F27A90      3B    No     000091F4-00009233       40
F27ADC      17    No     00009234-0000924F       1C
F27AFC       F    No     00009250-00009263       14
F27B14      8B    No     00009264-000092F3       90
F27BA8     11B    No     000092F4-00009413      120
F27CCC      3F    No     00009414-00009457       44
F27D14      8F    No     00009458-000094EB       94
F27DB8      93    No     000094EC-00009583       98
F27E54      33    No     00009584-000095BB       38
F27E90      C3    No     000095BC-00009683       C8
F27F60       3    No     00009684-0000968B        8
F27F6C     22B    No     0000968C-000098BB      230
F281A8      AB    No     000098BC-0000996B       B0
F2825C      3B    No     0000996C-000099AB       40
F282A0      13    No     000099AC-000099C3       18
F282C4      5F    No     000099C4-00009A27       64
F28330       F    No     00009A28-00009A3B       14
F28348      7F    No     00009A3C-00009ABF       84
F283D0       7    No     00009AC0-00009ACB        C
F283F0      53    No     00009ACC-00009B23       58
F28450      B3    No     00009B24-00009BDB       B8
F2850C      4F    No     00009BDC-00009C2F       54
F28564       F    No     00009C30-00009C43       14
F2857C     333    No     00009C44-00009F7B      338
F288BC      4B    No     00009F7C-00009FCB       50
F28914     113    No     00009FCC-0000A0E3      118
F28A34      17    No     0000A0E4-0000A0FF       1C
F28A58      7B    No     0000A100-0000A17F       80
F28AE4      33    No     0000A180-0000A1B7       38
F28B20      5B    No     0000A1B8-0000A217       60
F28B84      17    No     0000A218-0000A233       1C
F28BAC      4B    No     0000A234-0000A283       50
F28C2C       F    No     0000A284-0000A297       14
F28C50      13    No     0000A298-0000A2AF       18
F28C70      9B    No     0000A2B0-0000A34F       A0
F28D30      53    No     0000A350-0000A3A7       58
F28DCC      23    No     0000A3A8-0000A3CF       28
F28EE4     10B    No     0000A3D0-0000A4DF      110
F28FF8       7    No     0000A4E0-0000A4EB        C
F29008       B    No     0000A4EC-0000A4FB       10
F29024      3F    No     0000A4FC-0000A53F       44
F2906C      5B    No     0000A540-0000A59F       60
F29204     10B    No     0000A5A0-0000A6AF      110
F29318       7    No     0000A6B0-0000A6BB        C
F29328       B    No     0000A6BC-0000A6CB       10
F29344      3F    No     0000A6CC-0000A70F       44
F2938C      5B    No     0000A710-0000A76F       60
F29524      17    No     0000A770-0000A78B       1C
F29548      8F    No     0000A78C-0000A81F       94
F295E8      1B    No     0000A820-0000A83F       20
F29610       7    No     0000A840-0000A84B        C
F29664       3    No     0000A84C-0000A853        8
F29688      43    No     0000A854-0000A89B       48
F296D8      57    No     0000A89C-0000A8F7       5C
F29738      1B    No     0000A8F8-0000A917       20
F29764      2B    No     0000A918-0000A947       30
F297A0      5B    No     0000A948-0000A9A7       60
F29804      17    No     0000A9A8-0000A9C3       1C
F2982C      27    No     0000A9C4-0000A9EF       2C
F2985C      17    No     0000A9F0-0000AA0B       1C
F298B8      8F    No     0000AA0C-0000AA9F       94
F299DC     2A3    No     0000AAA0-0000AD47      2A8
F29C8A      7D    No     0000AD48-0000ADC9       82
F29E84       3    No     0000ADCA-0000ADD1        8
F29F50       3    No     0000ADD2-0000ADD9        8
F29FB6      11    No     0000ADDA-0000ADEF       16
F29FCE       9    No     0000ADF0-0000ADFD        E
F2A076      39    No     0000ADFE-0000AE3B       3E
F2A0B6       9    No     0000AE3C-0000AE49        E
F2A0C6       5    No     0000AE4A-0000AE53        A
F2A27C     19D    No     0000AE54-0000AFF5      1A2
F2A420      A9    No     0000AFF6-0000B0A3       AE
F2A4D0       1    No     0000B0A4-0000B0A9        6
F2A4D8       5    No     0000B0AA-0000B0B3        A
F2A4E4       1    No     0000B0B4-0000B0B9        6
F2A4EC      69    No     0000B0BA-0000B127       6E
F2A55C       1    No     0000B128-0000B12D        6
F2A564       1    No     0000B12E-0000B133        6
F2A56C       5    No     0000B134-0000B13D        A
F2A578       1    No     0000B13E-0000B143        6
F2A580      15    No     0000B144-0000B15D       1A
F2A5B8       7    No     0000B15E-0000B169        C
F2A5C8       7    No     0000B16A-0000B175        C
F2A5D8       7    No     0000B176-0000B181        C
F2A5E8       7    No     0000B182-0000B18D        C
F2A5F8       7    No     0000B18E-0000B199        C
F2A608       7    No     0000B19A-0000B1A5        C
F2A618       7    No     0000B1A6-0000B1B1        C
F2A628       7    No     0000B1B2-0000B1BD        C
F2A638       7    No     0000B1BE-0000B1C9        C
F2A648       7    No     0000B1CA-0000B1D5        C
F2A658       7    No     0000B1D6-0000B1E1        C
F2A668       7    No     0000B1E2-0000B1ED        C
F2A678       7    No     0000B1EE-0000B1F9        C
F2A688       7    No     0000B1FA-0000B205        C
F2A698       7    No     0000B206-0000B211        C
F2A6B8       7    No     0000B212-0000B21D        C
F2A6C8       7    No     0000B21E-0000B229        C
F2A6D8       7    No     0000B22A-0000B235        C
F2A6E8       7    No     0000B236-0000B241        C
F2A6F8       7    No     0000B242-0000B24D        C
F2A708       7    No     0000B24E-0000B259        C
F2A718       6    No     0000B25A-0000B264        B
F2A728       7    No     0000B265-0000B270        C
F2A738       7    No     0000B271-0000B27C        C
F2A748       7    No     0000B27D-0000B288        C
F2A758       7    No     0000B289-0000B294        C
F2A769       6    No     0000B295-0000B29F        B
F2A779       6    No     0000B2A0-0000B2AA        B
F2A788       7    No     0000B2AB-0000B2B6        C
F2A798       7    No     0000B2B7-0000B2C2        C
F2A7A8       7    No     0000B2C3-0000B2CE        C
F2A7B8       7    No     0000B2CF-0000B2DA        C
F2A7C8       7    No     0000B2DB-0000B2E6        C
F2A7D8       7    No     0000B2E7-0000B2F2        C
F2A7E8       7    No     0000B2F3-0000B2FE        C
F2A7F8       7    No     0000B2FF-0000B30A        C
F2A808       7    No     0000B30B-0000B316        C
F2A818       7    No     0000B317-0000B322        C
F2A828       7    No     0000B323-0000B32E        C
F2A838       7    No     0000B32F-0000B33A        C
F2A848       7    No     0000B33B-0000B346        C
F2A858       7    No     0000B347-0000B352        C
F2A868       7    No     0000B353-0000B35E        C
F2A878       7    No     0000B35F-0000B36A        C
F2A888       7    No     0000B36B-0000B376        C
F2A899       6    No     0000B377-0000B381        B
F2A8A8       7    No     0000B382-0000B38D        C
F2A8B8       7    No     0000B38E-0000B399        C
F2A8C8       6    No     0000B39A-0000B3A4        B
F2A8D8       7    No     0000B3A5-0000B3B0        C
F2A8E8       7    No     0000B3B1-0000B3BC        C
F2A8F8       7    No     0000B3BD-0000B3C8        C
F2A908       7    No     0000B3C9-0000B3D4        C
F2A918       6    No     0000B3D5-0000B3DF        B
F2A928       7    No     0000B3E0-0000B3EB        C
F2A938       8    No     0000B3EC-0000B3F8        D
F2A949       6    No     0000B3F9-0000B403        B
F2A958       6    No     0000B404-0000B40E        B
F2A968       7    No     0000B40F-0000B41A        C
F2A978       7    No     0000B41B-0000B426        C
F2A988       8    No     0000B427-0000B433        D
F2A998       8    No     0000B434-0000B440        D
F2A9F8       8    No     0000B441-0000B44D        D
F2AA08       8    No     0000B44E-0000B45A        D
F2AA18       8    No     0000B45B-0000B467        D
F2AA28       8    No     0000B468-0000B474        D
F2AA38       8    No     0000B475-0000B481        D
F2AA48       8    No     0000B482-0000B48E        D
F2AA58       8    No     0000B48F-0000B49B        D
F2AA68       8    No     0000B49C-0000B4A8        D
F2AA78       8    No     0000B4A9-0000B4B5        D
F2AA88       8    No     0000B4B6-0000B4C2        D
F2AA98       8    No     0000B4C3-0000B4CF        D
F2AAB8       8    No     0000B4D0-0000B4DC        D
F2AAC8       8    No     0000B4DD-0000B4E9        D
F2AAD8       8    No     0000B4EA-0000B4F6        D
F2AAE8       8    No     0000B4F7-0000B503        D
F2AAF8       8    No     0000B504-0000B510        D
F2AB08       8    No     0000B511-0000B51D        D
F2AB18       8    No     0000B51E-0000B52A        D
F2AB28       8    No     0000B52B-0000B537        D
F2AB38       8    No     0000B538-0000B544        D
F2AB48       8    No     0000B545-0000B551        D
F2AB58       8    No     0000B552-0000B55E        D
F2AB68       8    No     0000B55F-0000B56B        D
F2AB78       8    No     0000B56C-0000B578        D
F2AB88       8    No     0000B579-0000B585        D
F2AB98       8    No     0000B586-0000B592        D
F2ABA8       8    No     0000B593-0000B59F        D
F2ABB8       8    No     0000B5A0-0000B5AC        D
F2ABC8       8    No     0000B5AD-0000B5B9        D
F2ABD8       8    No     0000B5BA-0000B5C6        D
F2ABE8       8    No     0000B5C7-0000B5D3        D
F2ABF8       8    No     0000B5D4-0000B5E0        D
F2AC08       8    No     0000B5E1-0000B5ED        D
F2AC18       8    No     0000B5EE-0000B5FA        D
F2AC28       8    No     0000B5FB-0000B607        D
F2AC38       8    No     0000B608-0000B614        D
F2AC48       8    No     0000B615-0000B621        D
F2AC58       8    No     0000B622-0000B62E        D
F2AC68       8    No     0000B62F-0000B63B        D
F2AC78       8    No     0000B63C-0000B648        D
F2AC88       8    No     0000B649-0000B655        D
F2AC98       8    No     0000B656-0000B662        D
F2ACA8       8    No     0000B663-0000B66F        D
F2ACB8       8    No     0000B670-0000B67C        D
F2ACC8       8    No     0000B67D-0000B689        D
F2ACD8       8    No     0000B68A-0000B696        D
F2ACE8       8    No     0000B697-0000B6A3        D
F2ACF8       8    No     0000B6A4-0000B6B0        D
F2AD08       8    No     0000B6B1-0000B6BD        D
F2AD18       8    No     0000B6BE-0000B6CA        D
F2AD28       8    No     0000B6CB-0000B6D7        D
F2AD38       8    No     0000B6D8-0000B6E4        D
F2AD48       8    No     0000B6E5-0000B6F1        D
F2AD58       8    No     0000B6F2-0000B6FE        D
F2AD68       8    No     0000B6FF-0000B70B        D
F2AD78       8    No     0000B70C-0000B718        D
F2AD88       8    No     0000B719-0000B725        D
F2AD98       8    No     0000B726-0000B732        D
F2ADA8       8    No     0000B733-0000B73F        D
F2ADB8       8    No     0000B740-0000B74C        D
F2ADC8       8    No     0000B74D-0000B759        D
F2ADD8       8    No     0000B75A-0000B766        D
F2ADE8       8    No     0000B767-0000B773        D
F2ADF8       8    No     0000B774-0000B780        D
F2AE08       8    No     0000B781-0000B78D        D
F2AE18       8    No     0000B78E-0000B79A        D
F2AE28       8    No     0000B79B-0000B7A7        D
F2AE38       8    No     0000B7A8-0000B7B4        D
F2AE48       8    No     0000B7B5-0000B7C1        D
F2AE58       8    No     0000B7C2-0000B7CE        D
F2AE68       8    No     0000B7CF-0000B7DB        D
F2AE78       8    No     0000B7DC-0000B7E8        D
F2AE88       8    No     0000B7E9-0000B7F5        D
F2AE98       8    No     0000B7F6-0000B802        D
F2AEA8       8    No     0000B803-0000B80F        D
F2AEB8       8    No     0000B810-0000B81C        D
F2AEC8       8    No     0000B81D-0000B829        D
F2AFCB       1    No     0000B82A-0000B82F        6
F2AFD8       7    No     0000B830-0000B83B        C
F2AFE9       1    No     0000B83C-0000B841        6
F2B008       3    No     0000B842-0000B849        8
F2B028       7    No     0000B84A-0000B855        C
F2B038       7    No     0000B856-0000B861        C
F2B05E       2    No     0000B862-0000B868        7
F2B06E       2    No     0000B869-0000B86F        7
F2B07B       1    No     0000B870-0000B875        6
F2B159       6    No     0000B876-0000B880        B
F2B168       8    No     0000B881-0000B88D        D
F2B179       6    No     0000B88E-0000B898        B
F2B199       6    No     0000B899-0000B8A3        B
F2B1A9       3    No     0000B8A4-0000B8AB        8
F2B1B8       7    No     0000B8AC-0000B8B7        C
F2B1C8       7    No     0000B8B8-0000B8C3        C
F2B1DA       3    No     0000B8C4-0000B8CB        8
F2B1E8       7    No     0000B8CC-0000B8D7        C
F2B1F8       7    No     0000B8D8-0000B8E3        C
F2B208       7    No     0000B8E4-0000B8EF        C
F2B21A       5    No     0000B8F0-0000B8F9        A
F2B228       7    No     0000B8FA-0000B905        C
F2B248       7    No     0000B906-0000B911        C
F2B258       7    No     0000B912-0000B91D        C
F2B268       7    No     0000B91E-0000B929        C
F2B278       7    No     0000B92A-0000B935        C
F2B288       7    No     0000B936-0000B941        C
F2B2A8       7    No     0000B942-0000B94D        C
F2B2BC       3    No     0000B94E-0000B955        8
F2B2C8       7    No     0000B956-0000B961        C
F2B2D8       7    No     0000B962-0000B96D        C
F2B2E9       6    Yes    0000B96E-0000B975        8
F2B2F8       1    No     0000B976-0000B97B        6
F2B308       6    No     0000B97C-0000B986        B
F2B318       7    No     0000B987-0000B992        C
F2B328       7    No     0000B993-0000B99E        C
F2B338       7    No     0000B99F-0000B9AA        C
F2B349       5    No     0000B9AB-0000B9B4        A
F2B3BE       1    No     0000B9B5-0000B9BA        6
F2B3DA       5    No     0000B9BB-0000B9C4        A
F2B409       6    No     0000B9C5-0000B9CF        B
F2B41A       1    No     0000B9D0-0000B9D5        6
F2B438       7    No     0000B9D6-0000B9E1        C
F2B448       7    No     0000B9E2-0000B9ED        C
F2B458       7    No     0000B9EE-0000B9F9        C
F2B468       7    Yes    0000B9FA-0000BA01        8
F2B47A       5    No     0000BA02-0000BA0B        A
F2B4CA       5    No     0000BA0C-0000BA15        A
F2B4DA       1    No     0000BA16-0000BA1B        6
F2B4EE       1    No     0000BA1C-0000BA21        6
F2B50C       1    No     0000BA22-0000BA27        6
F2B51B       4    No     0000BA28-0000BA30        9
F2B5B8       8    No     0000BA31-0000BA3D        D
F2B5C8       8    No     0000BA3E-0000BA4A        D
F2B5D8       8    No     0000BA4B-0000BA57        D
F2B5E8       8    No     0000BA58-0000BA64        D
F2B5F8       8    No     0000BA65-0000BA71        D
F2B608       8    No     0000BA72-0000BA7E        D
F2B618       8    No     0000BA7F-0000BA8B        D
F2B628       8    No     0000BA8C-0000BA98        D
F2B638       8    No     0000BA99-0000BAA5        D
F2B648       8    No     0000BAA6-0000BAB2        D
F2B658       8    No     0000BAB3-0000BABF        D
F2B668       8    No     0000BAC0-0000BACC        D
F2B678       8    No     0000BACD-0000BAD9        D
F2B688       8    No     0000BADA-0000BAE6        D
F2B698       8    No     0000BAE7-0000BAF3        D
F2B6A8       8    No     0000BAF4-0000BB00        D
F2B6B8       8    No     0000BB01-0000BB0D        D
F2B6C8       8    No     0000BB0E-0000BB1A        D
F2B6D8       8    No     0000BB1B-0000BB27        D
F2B6E8       8    No     0000BB28-0000BB34        D
F2B6F8       8    No     0000BB35-0000BB41        D
F2B708       8    No     0000BB42-0000BB4E        D
F2B718       8    No     0000BB4F-0000BB5B        D
F2B728       8    No     0000BB5C-0000BB68        D
F2B738       8    No     0000BB69-0000BB75        D
F2B748       8    No     0000BB76-0000BB82        D
F2B758       8    No     0000BB83-0000BB8F        D
F2B768       8    No     0000BB90-0000BB9C        D
F2B778       8    No     0000BB9D-0000BBA9        D
F2B788       8    No     0000BBAA-0000BBB6        D
F2B798       8    No     0000BBB7-0000BBC3        D
F2B7A8       8    No     0000BBC4-0000BBD0        D
F2B7B8       8    No     0000BBD1-0000BBDD        D
F2B7C8       8    No     0000BBDE-0000BBEA        D
F2B7D8       8    No     0000BBEB-0000BBF7        D
F2B7E8       8    No     0000BBF8-0000BC04        D
F2B7F8       8    No     0000BC05-0000BC11        D
F2B808       8    No     0000BC12-0000BC1E        D
F2B818       8    No     0000BC1F-0000BC2B        D
F2B828       8    No     0000BC2C-0000BC38        D
F2B838       8    No     0000BC39-0000BC45        D
F2B848       8    No     0000BC46-0000BC52        D
F2B858       8    No     0000BC53-0000BC5F        D
F2B868       8    No     0000BC60-0000BC6C        D
F2B878       8    No     0000BC6D-0000BC79        D
F2B888       8    No     0000BC7A-0000BC86        D
F2B898       8    No     0000BC87-0000BC93        D
F2B8A8       8    No     0000BC94-0000BCA0        D
F2B8B8       8    No     0000BCA1-0000BCAD        D
F2B8C8       8    No     0000BCAE-0000BCBA        D
F2B8D8       8    No     0000BCBB-0000BCC7        D
F2B8E8       8    No     0000BCC8-0000BCD4        D
F2B8F8       8    No     0000BCD5-0000BCE1        D
F2B908       8    No     0000BCE2-0000BCEE        D
F2B918       8    No     0000BCEF-0000BCFB        D
F2B928       8    No     0000BCFC-0000BD08        D
F2B938       8    No     0000BD09-0000BD15        D
F2B948       8    No     0000BD16-0000BD22        D
F2B958       8    No     0000BD23-0000BD2F        D
F2B968       8    No     0000BD30-0000BD3C        D
F2B978       8    No     0000BD3D-0000BD49        D
F2B988       8    No     0000BD4A-0000BD56        D
F2B998       8    No     0000BD57-0000BD63        D
F2C0F0      3B    No     0000BD64-0000BDA3       40
F2D760      3D    No     0000BDA4-0000BDE5       42
F2D8C0       2    No     0000BDE6-0000BDEC        7
F2D8C9       1    No     0000BDED-0000BDF2        6
F2D8D0       1    No     0000BDF3-0000BDF8        6
F2D920      12    No     0000BDF9-0000BE0F       17
F2D938       4    No     0000BE10-0000BE18        9
F30B00      8D    No     0000BE19-0000BEAA       92
F328F4      1C    No     0000BEAB-0000BECB       21
F32920       2    No     0000BECC-0000BED2        7
F32929       1    No     0000BED3-0000BED8        6
F32930       2    No     0000BED9-0000BEDF        7
F32939       1    No     0000BEE0-0000BEE5        6
F33AA2       A    No     0000BEE6-0000BEF4        F
F33AB2       A    No     0000BEF5-0000BF03        F
F33AC2      12    No     0000BF04-0000BF1A       17
F33ADA      18    No     0000BF1B-0000BF37       1D
F33AF9       1    No     0000BF38-0000BF3D        6
F33B01      11    No     0000BF3E-0000BF53       16
F33B19       1    No     0000BF54-0000BF59        6
F342B8       1    No     0000BF5A-0000BF5F        6
F342E0      3F    No     0000BF60-0000BFA3       44
F34445       3    No     0000BFA4-0000BFAB        8
F34455       3    No     0000BFAC-0000BFB3        8
F34465       3    No     0000BFB4-0000BFBB        8
F34475       3    No     0000BFBC-0000BFC3        8
F3448C      12    No     0000BFC4-0000BFDA       17
F34754       B    No     0000BFDB-0000BFEA       10
F348A0       7    No     0000BFEB-0000BFF6        C
F348B2       5    No     0000BFF7-0000C000        A
F348C3       3    No     0000C001-0000C008        8
F348D2       6    No     0000C009-0000C013        B
F348F6       2    No     0000C014-0000C01A        7
F34911       7    No     0000C01B-0000C026        C
F35529       4    No     0000C027-0000C02F        9
F35539       1    No     0000C030-0000C035        6
F3584C       4    No     0000C036-0000C03E        9
F3585A      26    No     0000C03F-0000C069       2B
F35948       1    No     0000C06A-0000C06F        6
F35962      1D    No     0000C070-0000C091       22
F35FC1      3F    No     0000C092-0000C0D5       44
F36011       F    No     0000C0D6-0000C0E9       14
F360A0       2    No     0000C0EA-0000C0F0        7
F360A8       2    No     0000C0F1-0000C0F7        7
F360B0       2    No     0000C0F8-0000C0FE        7
F360B8       2    No     0000C0FF-0000C105        7
F360C0      1A    No     0000C106-0000C124       1F
F360F0       2    No     0000C125-0000C12B        7
F360F8       1    No     0000C12C-0000C131        6
F36110       2    No     0000C132-0000C138        7
F36118       1    No     0000C139-0000C13E        6
F37421      1F    No     0000C13F-0000C162       24
F37620      1E    No     0000C163-0000C185       23
F501E6       9    No     0000C186-0000C193        E
F50216       5    No     0000C194-0000C19D        A
F5FF5D      1D    No     0000C19E-0000C1BF       22
F6014D       D    No     0000C1C0-0000C1D1       12
F601AD      1D    No     0000C1D2-0000C1F3       22
F601FD       D    No     0000C1F4-0000C205       12
F6028D       D    No     0000C206-0000C217       12
F602BD      4D    No     0000C218-0000C269       52
F6039D       D    No     0000C26A-0000C27B       12
F6101E       A    No     0000C27C-0000C28A        F
F6102E       A    No     0000C28B-0000C299        F
F6103E      12    No     0000C29A-0000C2B0       17
F61056      18    No     0000C2B1-0000C2CD       1D
F61075       1    No     0000C2CE-0000C2D3        6
F6107D      11    No     0000C2D4-0000C2E9       16
F61095       1    No     0000C2EA-0000C2EF        6
F6153D      3F    No     0000C2F0-0000C333       44
F6158D       F    No     0000C334-0000C347       14
F6161C       2    No     0000C348-0000C34E        7
F61624       2    No     0000C34F-0000C355        7
F6162C       2    No     0000C356-0000C35C        7
F61634       2    No     0000C35D-0000C363        7
F6163C      1A    No     0000C364-0000C382       1F
F6166C       2    No     0000C383-0000C389        7
F61674       1    No     0000C38A-0000C38F        6
F6168C       2    No     0000C390-0000C396        7
F61694       1    No     0000C397-0000C39C        6
F633EC      10    No     0000C39D-0000C3B1       15
F633FC      10    Yes    0000C3B2-0000C3B9        8
F6340F       D    No     0000C3BA-0000C3CB       12
F6350C       B    No     0000C3CC-0000C3DB       10
F642D4       3    No     0000C3DC-0000C3E3        8
F64314       5    No     0000C3E4-0000C3ED        A
F64354       5    No     0000C3EE-0000C3F7        A
F64394       5    No     0000C3F8-0000C401        A
F643D4       3    No     0000C402-0000C409        8
F64414      22    No     0000C40A-0000C430       27
F6443C      3C    No     0000C431-0000C471       41
F6447E      1A    No     0000C472-0000C490       1F
F66308       1    No     0000C491-0000C496        6
F66332       1    No     0000C497-0000C49C        6
F6C197       1    No     0000C49D-0000C4A2        6
F6C1AE       2    No     0000C4A3-0000C4A9        7
F6C290       1    No     0000C4AA-0000C4AF        6
F6C299       1    No     0000C4B0-0000C4B5        6
F6C2A8       2    No     0000C4B6-0000C4BC        7
